Sun Aug 08 23:07:50 2021    output.dat

         5506646 function calls (5503771 primitive calls) in 17.588 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
     10/8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:2680(get_matrix)
        4    0.000    0.000    0.025    0.006 C:\Python27\lib\site-packages\matplotlib\axis.py:1243(get_majorticklabels)
       14    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:2466(get_minpos)
        2    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:2040(_update_patch_limits)
        2    0.000    0.000    0.032    0.016 C:\Python27\lib\site-packages\matplotlib\axes\_subplots.py:25(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:2166(_get_label)
       20    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\artist.py:741(set_clip_on)
       52    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:767(get_scale)
       14    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:2087(get_minpos)
        6    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       48    0.000    0.000    0.000    0.000 C:\Python27\lib\re.py:192(compile)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\offsetbox.py:581(__init__)
       42    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\offsetbox.py:246(get_children)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:153(current_key_axes)
        4    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:664(__init__)
       26    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:308(set_facecolor)
        2    0.000    0.000    0.000    0.000 {numpy.ravel_multi_index}
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:207(update)
       26    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:288(set_edgecolor)
       26    0.000    0.000    0.000    0.000 {sum}
       86    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\font_manager.py:905(set_file)
        2    0.000    0.000    0.016    0.008 C:\Python27\lib\site-packages\matplotlib\pyplot.py:1650(xticks)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:1894(__new__)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\ticker.py:1708(le)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\backend_bases.py:1770(__init__)
       16    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\ticker.py:1687(closeto)
       32    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\__init__.py:1804(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:2186(_get_offset_text)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\ntpath.py:213(dirname)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:1812(_get_offset_text)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:627(set_figure)
        4    0.000    0.000    0.013    0.003 C:\Users\ahmad\Documents\Graduate_study\Master_Thesis_Project\CBF_toolbox_development_code\CBF-RRTstrr\obstacle.py:216(plot)
       26    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:3498(get_yscale)
       16    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:457(set_joinstyle)
        2    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       14    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       16    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:272(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\gridspec.py:138(__getitem__)
        4    0.000    0.000    0.003    0.001 C:\Python27\lib\site-packages\matplotlib\legend_handler.py:91(legend_artist)
      4/2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:436(bounds)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\cycler.py:138(keys)
       28    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:1377(get_major_locator)
        2    0.000    0.000    0.016    0.008 C:\Python27\lib\site-packages\matplotlib\pyplot.py:1729(yticks)
       88    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:253(__hash__)
      8/6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:2427(_invalidate_internal)
       20    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\_pylab_helpers.py:105(get_active)
       14    0.000    0.000    0.000    0.000 {zip}
       16    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\ticker.py:1696(__init__)
        2    0.000    0.000    0.002    0.001 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:980(_gen_axes_spines)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:848(_update_transScale)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\markers.py:810(_set_x)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\legend.py:1329(_get_legend_handles_labels)
       40    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\cycler.py:371(<genexpr>)
       16    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\core\fromnumeric.py:2940(around)
       16    0.000    0.000    0.000    0.000 {any}
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\offsetbox.py:290(__init__)
       88    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\core\fromnumeric.py:1903(clip)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1309(_iter_break_from_left_to_right)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:1419(clf)
        2    0.000    0.000    0.006    0.003 C:\Python27\lib\site-packages\matplotlib\axes\_axes.py:285(legend)
       26    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:983(minposx)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:286(__array__)
       26    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:987(minposy)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\text.py:1116(set_x)
        8    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\legend_handler.py:163(get_xdata)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:2399(sanitize_sequence)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:168(set_prop_cycle)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:2535(set_boxstyle)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\ticker.py:1724(ge)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:255(set_antialiased)
       56    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\markers.py:250(get_marker)
       12    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:3336(get_ybound)
       68    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\markers.py:225(get_fillstyle)
       52    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:2141(get_matrix)
       36    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:172(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\copy.py:306(_reconstruct)
       52    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:363(<dictcomp>)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\core\fromnumeric.py:2252(cumsum)
        8    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\spines.py:164(register_axis)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1998(clear)
       12    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:2996(get_xbound)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:1393(set_adjustable)
        2    0.000    0.000    0.000    0.000 {numpy.unravel_index}
       24    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:1553(set_label_text)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\text.py:1125(set_y)
       14    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\artist.py:637(set_clip_box)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_subplots.py:131(update_params)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1727(set)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\legend.py:1345(_parse_legend_args)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:123(add)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\offsetbox.py:665(add_artist)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\gridspec.py:266(get_subplot_params)
    14/10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1788(transform)
        1    0.000    0.000    0.000    0.000 C:/Users/ahmad/Documents/Graduate_study/Master_Thesis_Project/CBF_toolbox_development_code/CBF-RRTstrr/optimizingCBF_RRTstr.py:56(__init__)
        2    0.000    0.000    0.001    0.001 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:2022(add_patch)
       16    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:474(set_hatch)
       44    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:2348(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:187(release)
       52    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\scale.py:47(limit_range_for_scale)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\projections\__init__.py:68(process_projection_requirements)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1673(__eq__)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\collections.py:126(iteritems)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\lib\shape_base.py:1154(tile)
       32    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\ticker.py:549(set_useMathText)
       12    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:410(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:1445(__init__)
        2    0.000    0.000    0.033    0.017 C:\Python27\lib\site-packages\matplotlib\pyplot.py:1069(subplots)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:147(acquire)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\text.py:1147(set_verticalalignment)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\markers.py:368(_half_fill)
       16    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\core\fromnumeric.py:3373(round_)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:2485(__init__)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\text.py:532(set_clip_box)
       12    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:2355(get_matrix)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:1213(push)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:525(set_constrained_layout)
       18    0.000    0.000    0.000    0.000 {divmod}
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\logging\__init__.py:1017(getLogger)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\artist.py:828(set_visible)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\copy.py:66(copy)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:91(get)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\gridspec.py:175(__init__)
        4    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.001    0.001 C:\Program Files\JetBrains\PyCharm 2020.3\plugins\python\helpers\pycharm_matplotlib_backend\backend_interagg.py:49(new_figure_manager)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\_pylab_helpers.py:115(set_active)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:1026(fixitems)
       14    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:1512(have_units)
        8    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\legend_handler.py:65(_update_prop)
        8    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\spines.py:176(cla)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:2136(update_datalim)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:2513(get_label)
       38    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\path.py:208(vertices)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_axes.py:211(set_xlabel)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:2062(get_view_interval)
        4    0.000    0.000    0.006    0.002 C:\Python27\lib\site-packages\matplotlib\axis.py:1325(get_ticklocs)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\__init__.py:899(__setitem__)
        8    0.000    0.000    0.000    0.000 {math.log10}
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1666(_init)
       12    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:2991(xaxis_inverted)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:2186(__init__)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\backend_bases.py:2337(mpl_connect)
        1    0.000    0.000    0.000    0.000 {method 'seed' of 'mtrand.RandomState' objects}
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:554(set_constrained_layout_pads)
        1    0.000    0.000    0.000    0.000 {function seed at 0x0000000003B66E48}
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\text.py:524(_update_clip_properties)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:1238(bubble)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\offsetbox.py:416(__init__)
       16    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1747(_get_is_affine)
       12    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:3331(yaxis_inverted)
       14    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:555(is_hashable)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:1507(__init__)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\text.py:789(get_size)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\backend_bases.py:2669(__init__)
        2    0.000    0.000    0.000    0.000 {locals}
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:1023(_make_key)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1655(__init__)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:2209(__init__)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:962(_set_artist_props)
       62    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1322(depth)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\ticker.py:1466(raise_if_exceeds)
        2    0.000    0.000    0.012    0.006 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:3264(get_xticklabels)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:1478(_update_axisinfo)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\core\fromnumeric.py:1694(nonzero)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:905(update_from_data_xy)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:365(<genexpr>)
        8    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\legend_handler.py:71(_default_update_prop)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\logging\__init__.py:205(_acquireLock)
        2    0.000    0.000    0.006    0.003 C:\Python27\lib\site-packages\matplotlib\pyplot.py:3821(legend)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:335(set_alpha)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\core\numeric.py:175(ones)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:1042(fixlist)
        4    0.000    0.000    0.025    0.006 C:\Python27\lib\site-packages\matplotlib\axis.py:1257(get_ticklabels)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\logging\__init__.py:1559(getLogger)
        2    0.000    0.000    0.000    0.000 C:\Program Files\JetBrains\PyCharm 2020.3\plugins\python\helpers\pycharm_matplotlib_backend\backend_interagg.py:103(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\core\_internal.py:854(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\random.py:100(seed)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:409(width)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:176(__init__)
       32    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\scale.py:65(__init__)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\markers.py:459(_set_triangle_up)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:2458(_get_is_affine)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\gridspec.py:497(__hash__)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\legend_handler.py:82(adjust_drawing_area)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\pyplot.py:1493(xlabel)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:83(as_list)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\pyplot.py:3815(grid)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:155(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:116(bubble)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:2165(get_affine)
        2    0.000    0.000    0.013    0.006 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:3582(get_yticklabels)
        2    0.000    0.000    0.000    0.000 C:\Program Files\JetBrains\PyCharm 2020.3\plugins\python\helpers\pycharm_matplotlib_backend\backend_interagg.py:64(__init__)
        2    0.000    0.000    0.000    0.000 C:\Program Files\JetBrains\PyCharm 2020.3\plugins\python\helpers\pycharm_matplotlib_backend\backend_interagg.py:56(new_figure_manager_given_figure)
       28    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\artist.py:897(get_label)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:815(null)
        2    0.000    0.000    0.000    0.000 {sorted}
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\legend.py:1099(set_title)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\gridspec.py:41(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\gridspec.py:283(<dictcomp>)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\ma\core.py:594(filled)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:2723(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:79(__init__)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\artist.py:296(is_transform_set)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\lines.py:1127(set_marker)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:1792(_set_artist_props)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\offsetbox.py:616(get_transform)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:964(_gen_axes_patch)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:282(frozen)
       16    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\artist.py:1049(mouseover)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:1993(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\ahmad\Documents\Graduate_study\Master_Thesis_Project\CBF_toolbox_development_code\CBF-RRTstrr\simulation.py:25(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:494(set_tight_layout)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\offsetbox.py:338(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\pyplot.py:1507(ylabel)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:1233(clear)
       12    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:2259(use_sticky_edges)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\text.py:1143(set_va)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:165(__call__)
       12    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:1439(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\legend.py:727(_set_loc)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\gridspec.py:143(_normalize)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\pyplot.py:593(get_fignums)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:1183(__init__)
        2    0.000    0.000    0.003    0.001 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:3536(get_yticks)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:283(_setdefaults)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:823(from_bounds)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\text.py:1071(set_fontsize)
        4    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:321(set_color)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\gridspec.py:391(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\projections\__init__.py:52(get_projection_class)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:1493(get_patch_transform)
       14    0.000    0.000    0.000    0.000 {next}
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1950(get_matrix)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:2222(set_autoscale_on)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:418(height)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:201(get_data_transform)
        2    0.000    0.000    0.003    0.002 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:3217(get_xticks)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_axes.py:243(set_ylabel)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\_pylab_helpers.py:35(get_fig_manager)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:932(set_axes_locator)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\path.py:241(simplify_threshold)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:470(_get_dpi)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:2980(set_axis_on)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\font_manager.py:786(get_size_in_points)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\logging\__init__.py:214(_releaseLock)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:1846(sca)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:108(_entry_from_axes)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\path.py:260(should_simplify)
        4    0.000    0.000    0.000    0.000 {method 'split' of 'unicode' objects}
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\legend_handler.py:157(get_numpoints)
        4    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\colors.py:95(get_named_colors_mapping)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:1490(__init__)
